Col_ID,Section,Display_to_Users,In_Final_Individual_Dataset,Dropped_or_Not_Displayed_Reason,Manual_Display_Type,Processed_Data_Type,Short_Label,WVS_Variable_Title,Question_Text,Additional_Text,Original_Response_Options_Including_Missing,Processed_Response_Values,Processing_Notes,Missing_Data_Handling,ColLab,Source
B_COUNTRY,ID,False,True,,factor,factor,SO 3166-1 numeric country code,ISO 3166-1 numeric country code,ISO 3166-1 numeric country code 8 - Albania 422 - Lebanon 20 - Andorra 434 - Libya 32 - Argentina 440 - Lithuania 51 - Armenia 446 - Macao SAR 36 - Australia 458 - Malaysia 40 - Austria 462 - Maldives 31 - Azerbaijan 484 - Mexico 50 - Bangladesh 496 - Mongolia 112 - Belarus 499 - Montenegro 68 - Bolivia 504 - Morocco 70 - Bosnia Herzegovina 104 - Myanmar 76 - Brazil 528 - Netherlands 100 - Bulgaria 554 - New Zealand 124 - Canada 558 - Nicaragua 152 - Chile 566 - Nigeria 156 - China 807 - North Macedonia 170 - Colombia 909 - Northern Ireland 191 - Croatia 578 - Norway 196 - Cyprus 586 - Pakistan 203 - Czechia 604 - Peru 208 - Denmark 608 - Philippines 218 - Ecuador 616 - Poland 818 - Egypt 620 - Portugal 233 - Estonia 630 - Puerto Rico 231 - Ethiopia 642 - Romania 246 - Finland 643 - Russia 250 - France 688 - Serbia 268 - Georgia 702 Singapore 276 - Germany 703 - Slovakia 826 - Great Britain 705 - Slovenia 300 - Greece 410 - South Korea 320 - Guatemala 724 - Spain 344 - Hong Kong SAR 752 - Sweden 348 - Hungary 756 - Switzerland 352 - Iceland 158 - Taiwan ROC 356 - India 762 - Tajikistan 360 - Indonesia 764 - Thailand 364 - Iran 788 - Tunisia 368 - Iraq 792 - Turkey 380 - Italy 804 - Ukraine 392 - Japan 840 - United States 400 - Jordan 858 - Uruguay 398 - Kazakhstan 860 - Uzbekistan 404 Kenya 862 - Venezuela 417 - Kyrgyzstan 704 - Vietnam 428 - Latvia 716 - Zimbabwe,,,Country labels retained.,Country name/code label retained as a factor; missing codes simplified to NA if present.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",B_COUNTRY-ISO 3166-1 numeric country code,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
B_COUNTRY_ALPHA,ID,False,True,,factor,factor,SO 3166-1 alpha-3 country code,ISO 3166-1 alpha-3 country code,ISO 3166-1 alpha-3 country code,,,Country ISO alpha-3 code labels retained.,ISO alpha-3 country code as a factor. Negative missing codes are not applicable.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",B_COUNTRY_ALPHA-ISO 3166-1 alpha-3 country code,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
S007,ID,False,True,,integer,integer,Unified respondent number,Unified respondent number,Unified respondent number,,,Integer identifier.,Respondent identifier retained as integer; negative missing codes simplified to NA if present.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",S007-Unified respondent number,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Family,Important in life: Family,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Family",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q1-Important in life: Family,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q2,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Friends,Important in life: Friends,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Friends",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q2-Important in life: Friends,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q3,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Leisure time,Important in life: Leisure time,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Leisure time",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q3-Important in life: Leisure time,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q4,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Politics,Important in life: Politics,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Politics",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q4-Important in life: Politics,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q5,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Work,Important in life: Work,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Work",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q5-Important in life: Work,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q6,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Religion,Important in life: Religion,"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all? - Religion",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q6-Important in life: Religion,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q7,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Good manners,Important child qualities: Good manners,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Good manners",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q7-Important child qualities: Good manners,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q8,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Independence,Important child qualities: Independence,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Independence",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q8-Important child qualities: Independence,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q9,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Hard work,Important child qualities: Hard work,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Hard work",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q9-Important child qualities: Hard work,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q10,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Feeling of responsibility,Important child qualities: Feeling of responsibility,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Feeling of responsibility",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q10-Important child qualities: Feeling of responsibility,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q11,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Imagination,Important child qualities: Imagination,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Imagination",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q11-Important child qualities: Imagination,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Tolerance and respect,Important child qualities: Tolerance and respect for other people,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. - Tolerance and respect for other people",,2 = Not mentioned; 1 = Important; -1 = Don't know; -2 = No answer; -4 = Not asked in this country; -5 = Missing; Not available,1 = Important (original 1); 2 = Not mentioned (original 2),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q12-Important child qualities: Tolerance and respect for other people,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
